-14364244,10329676,-21476319,-47927814,-16364719,-5705691,7684517,14375402,0,1.71256E+12
-14373828,10331107,-21461537,-47908311,-16366960,-5713320,7710171,14379407,0,1.71256E+12
-14358712,10372306,-21464445,-47908121,-16368248,-5701018,7787562,14440681,0,1.71256E+12
-14336540,10416032,-21488335,-47928529,-16374780,-5684948,7862139,14507915,0,1.71256E+12
-14313461,10455943,-21527674,-47968250,-16387941,-5669689,7919789,14562417,0,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,0,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14298822,10475446,-21565964,-48009353,-16398765,-5659437,7939864,14592267,255,1.71256E+12
-14311553,10462476,-21562245,-47979980,-16405775,-5676079,7931281,14589931,0,1.71256E+12
-14302398,10464717,-21588423,-48009353,-16410972,-5668163,7914019,14586068,0,1.71256E+12
-14305593,10442401,-21581270,-48004346,-16399433,-5665302,7854987,14540912,0,1.71256E+12
-14322139,10401250,-21552183,-47976785,-16383363,-5672932,7780123,14476491,0,1.71256E+12
-14349176,10357857,-21517565,-47942024,-16376211,-5691338,7716370,14415027,0,1.71256E+12
-14368345,10334588,-21481659,-47902303,-16367914,-5701304,7691002,14382459,0,1.71256E+12
-14365674,10343695,-21448853,-47865253,-16353179,-5697584,7716418,14400817,0,1.71256E+12
-14363910,10365201,-21462204,-47873836,-16364957,-5701351,7771445,14447118,0,1.71256E+12
-14347268,10404683,-21490051,-47899108,-16376115,-5690909,7846594,14508678,0,1.71256E+12
-14327050,10443927,-21527149,-47935920,-16388847,-5677700,7903719,14560319,0,1.71256E+12
-14310313,10470725,-21567299,-47977977,-16399099,-5666828,7927990,14594270,0,1.71256E+12
-14307452,10466910,-21589853,-48004728,-16404439,-5662584,7901288,14580632,0,1.71256E+12
-14311839,10441447,-21576216,-47994476,-16392423,-5659628,7842780,14531423,0,1.71256E+12
-14327718,10401536,-21538927,-47955995,-16373588,-5666399,7767010,14463331,0,1.71256E+12
-14356900,10357428,-21501591,-47918468,-16364719,-5685044,7706786,14407111,0,1.71256E+12
-14370157,10338116,-21462729,-47875171,-16352035,-5692911,7692624,14387656,0,1.71256E+12
-14378978,10339595,-21454003,-47863536,-16358425,-5700541,7729006,14404823,0,1.71256E+12
-14364530,10377122,-21466543,-47874313,-16364814,-5689717,7813597,14471866,0,1.71256E+12
-14340307,10422231,-21494963,-47902256,-16374685,-5674458,7882548,14537765,0,1.71256E+12
-14311076,10466958,-21529867,-47938877,-16381647,-5655861,7935667,14591695,0,1.71256E+12
-14296867,10483456,-21566202,-47979265,-16390850,-5646563,7948304,14612104,0,1.71256E+12
-14297057,10470343,-21577646,-47994667,-16388418,-5641699,7905770,14582874,0,1.71256E+12
-14311982,10431815,-21564152,-47986036,-16381599,-5647659,7835103,14521791,0,1.71256E+12
